pay_grade,enlisted,branch,status,count
1,E,Army,single withoutchildren female,1309
1,E,Army,single withchildren male,365
1,E,Army,single withchildren female,80
1,E,Army,married jointservice male,40
1,E,Army,married jointservice female,38
1,E,Army,married civilian female,2579
1,E,Army,married civilian male,358
2,E,Army,single withoutchildren male,21600
2,E,Army,single withoutchildren female,3324
2,E,Army,single withchildren male,997
2,E,Army,single withchildren female,167
2,E,Army,married jointservice male,130
2,E,Army,married jointservice female,201
2,E,Army,married civilian female,6808
2,E,Army,married civilian male,1035
3,E,Army,single withoutchildren male,38335
3,E,Army,single withoutchildren female,5651
3,E,Army,single withchildren male,2613
3,E,Army,single withchildren female,699
3,E,Army,married jointservice male,680
3,E,Army,married jointservice female,999
3,E,Army,married civilian female,18419
3,E,Army,married civilian male,2875
4,E,Army,single withoutchildren male,50758
4,E,Army,single withoutchildren female,6333
4,E,Army,single withchildren male,7010
4,E,Army,single withchildren female,2599
4,E,Army,married jointservice male,3029
4,E,Army,married jointservice female,3936
4,E,Army,married civilian female,58317
4,E,Army,married civilian male,6010
5,E,Army,single withoutchildren male,17020
5,E,Army,single withoutchildren female,2678
5,E,Army,single withchildren male,4414
5,E,Army,single withchildren female,2280
5,E,Army,married jointservice male,2915
5,E,Army,married jointservice female,2769
5,E,Army,married civilian female,49821
5,E,Army,married civilian male,3087
6,E,Army,single withoutchildren male,7497
6,E,Army,single withoutchildren female,1640
6,E,Army,single withchildren male,4138
6,E,Army,single withchildren female,2003
6,E,Army,married jointservice male,2598
6,E,Army,married jointservice female,1896
6,E,Army,married civilian female,44045
6,E,Army,married civilian male,2019
7,E,Army,single withoutchildren male,2146
7,E,Army,single withoutchildren female,829
7,E,Army,single withchildren male,2998
7,E,Army,single withchildren female,1350
7,E,Army,married jointservice male,1880
7,E,Army,married jointservice female,1181
7,E,Army,married civilian female,29292
7,E,Army,married civilian male,1371
8,E,Army,single withoutchildren male,460
8,E,Army,single withoutchildren female,194
8,E,Army,single withchildren male,951
8,E,Army,single withchildren female,291
8,E,Army,married jointservice male,617
8,E,Army,married jointservice female,278
8,E,Army,married civilian female,9221
8,E,Army,married civilian male,373
9,E,Army,single withoutchildren male,134
9,E,Army,single withoutchildren female,88
9,E,Army,single withchildren male,249
9,E,Army,single withchildren female,64
9,E,Army,married jointservice male,158
9,E,Army,married jointservice female,51
9,E,Army,married civilian female,2729
9,E,Army,married civilian male,105
1,O,Army,single withoutchildren male,3908
1,O,Army,single withoutchildren female,898
1,O,Army,single withchildren male,248
1,O,Army,single withchildren female,131
1,O,Army,married jointservice male,101
1,O,Army,married jointservice female,193
1,O,Army,married civilian female,2396
1,O,Army,married civilian male,393
2,O,Army,single withoutchildren male,4452
2,O,Army,single withoutchildren female,1099
2,O,Army,single withchildren male,236
2,O,Army,single withchildren female,192
2,O,Army,married jointservice male,285
2,O,Army,married jointservice female,449
2,O,Army,married civilian female,3778
2,O,Army,married civilian male,503
3,O,Army,single withoutchildren male,5743
3,O,Army,single withoutchildren female,2037
3,O,Army,single withchildren male,656
3,O,Army,single withchildren female,473
3,O,Army,married jointservice male,1000
3,O,Army,married jointservice female,1229
3,O,Army,married civilian female,13794
3,O,Army,married civilian male,1592
4,O,Army,single withoutchildren male,1222
4,O,Army,single withoutchildren female,681
4,O,Army,single withchildren male,496
4,O,Army,single withchildren female,223
4,O,Army,married jointservice male,614
4,O,Army,married jointservice female,632
4,O,Army,married civilian female,11785
4,O,Army,married civilian male,804
5,O,Army,single withoutchildren male,399
5,O,Army,single withoutchildren female,294
5,O,Army,single withchildren male,294
5,O,Army,single withchildren female,128
5,O,Army,married jointservice male,298
5,O,Army,married jointservice female,296
5,O,Army,married civilian female,7589
5,O,Army,married civilian male,536
6,O,Army,single withoutchildren male,130
6,O,Army,single withoutchildren female,123
6,O,Army,single withchildren male,103
6,O,Army,single withchildren female,42
6,O,Army,married jointservice male,122
6,O,Army,married jointservice female,74
6,O,Army,married civilian female,3666
6,O,Army,married civilian male,258
7,O,Army,single withoutchildren male,2
7,O,Army,single withoutchildren female,4
7,O,Army,single withchildren male,3
7,O,Army,single withchildren female,1
7,O,Army,married jointservice male,2
7,O,Army,married jointservice female,1
7,O,Army,married civilian female,136
7,O,Army,married civilian male,4
8,O,Army,single withoutchildren male,1
8,O,Army,single withoutchildren female,1
8,O,Army,single withchildren male,0
8,O,Army,single withchildren female,0
8,O,Army,married jointservice male,2
8,O,Army,married jointservice female,1
8,O,Army,married civilian female,99
8,O,Army,married civilian male,4
9,O,Army,single withoutchildren male,1
9,O,Army,single withoutchildren female,0
9,O,Army,single withchildren male,0
9,O,Army,single withchildren female,0
9,O,Army,married jointservice male,0
9,O,Army,married jointservice female,1
9,O,Army,married civilian female,52
9,O,Army,married civilian male,0
10,O,Army,single withoutchildren male,0
10,O,Army,single withoutchildren female,0
10,O,Army,single withchildren male,0
10,O,Army,single withchildren female,0
10,O,Army,married jointservice male,0
10,O,Army,married jointservice female,1
10,O,Army,married civilian female,10
10,O,Army,married civilian male,0
1,W,Army,single withoutchildren male,328
1,W,Army,single withoutchildren female,65
1,W,Army,single withchildren male,140
1,W,Army,single withchildren female,74
1,W,Army,married jointservice male,88
1,W,Army,married jointservice female,95
1,W,Army,married civilian female,1985
1,W,Army,married civilian male,92
2,W,Army,single withoutchildren male,609
2,W,Army,single withoutchildren female,138
2,W,Army,single withchildren male,293
2,W,Army,single withchildren female,137
2,W,Army,married jointservice male,247
2,W,Army,married jointservice female,181
2,W,Army,married civilian female,4139
2,W,Army,married civilian male,122
3,W,Army,single withoutchildren male,191
3,W,Army,single withoutchildren female,58
3,W,Army,single withchildren male,220
3,W,Army,single withchildren female,72
3,W,Army,married jointservice male,141
3,W,Army,married jointservice female,88
3,W,Army,married civilian female,2822
3,W,Army,married civilian male,72
4,W,Army,single withoutchildren male,101
4,W,Army,single withoutchildren female,39
4,W,Army,single withchildren male,127
4,W,Army,single withchildren female,30
4,W,Army,married jointservice male,100
4,W,Army,married jointservice female,39
4,W,Army,married civilian female,1967
4,W,Army,married civilian male,64
5,W,Army,single withoutchildren male,20
5,W,Army,single withoutchildren female,9
5,W,Army,single withchildren male,20
5,W,Army,single withchildren female,1
5,W,Army,married jointservice male,11
5,W,Army,married jointservice female,4
5,W,Army,married civilian female,504
5,W,Army,married civilian male,10
